quarter,game_clock,shot_clock,ball_x,ball_y,ball_z,player_0_team_id,player_0_player_id,player_0_x,player_0_y,player_0_z,player_1_team_id,player_1_player_id,player_1_x,player_1_y,player_1_z,player_2_team_id,player_2_player_id,player_2_x,player_2_y,player_2_z,player_3_team_id,player_3_player_id,player_3_x,player_3_y,player_3_z,player_4_team_id,player_4_player_id,player_4_x,player_4_y,player_4_z,player_5_team_id,player_5_player_id,player_5_x,player_5_y,player_5_z,player_6_team_id,player_6_player_id,player_6_x,player_6_y,player_6_z,player_7_team_id,player_7_player_id,player_7_x,player_7_y,player_7_z,player_8_team_id,player_8_player_id,player_8_x,player_8_y,player_8_z,player_9_team_id,player_9_player_id,player_9_x,player_9_y,player_9_z,game_id,game_date,event_id,event_type,event_num,player_id,team_id,team,description,shot_result
1,706.61,24.0,0.79446,28.29924,4.86769,1610612754,201588,29.36752,39.16446,0.0,1610612754,101133,14.3941,30.5738,0.0,1610612754,101145,28.38479,10.80518,0.0,1610612754,202730,37.15352,20.18162,0.0,1610612754,202331,19.01126,42.78463,0.0,1610612748,2548,14.22543,12.98176,0.0,1610612748,2547,21.04846,21.32039,0.0,1610612748,2736,9.90753,39.95424,0.0,1610612748,201609,8.05813,34.29357,0.0,1610612748,202355,1.45908,26.81159,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.57,24.0,0.56998,28.41873,4.87465,1610612754,201588,29.62996,38.95126,0.0,1610612754,101133,14.87767,30.59654,0.0,1610612754,101145,28.88138,10.93334,0.0,1610612754,202730,37.54723,20.2967,0.0,1610612754,202331,19.43054,42.62416,0.0,1610612748,2548,14.43559,12.99096,0.0,1610612748,2547,21.23242,21.21744,0.0,1610612748,2736,10.11586,40.14297,0.0,1610612748,201609,7.93994,34.25612,0.0,1610612748,202355,1.28127,26.8909,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.53,24.0,0.41485,28.63236,5.00924,1610612754,201588,29.89483,38.73276,0.0,1610612754,101133,15.38209,30.61801,0.0,1610612754,101145,29.37209,11.06464,0.0,1610612754,202730,37.94348,20.40514,0.0,1610612754,202331,19.85621,42.45658,0.0,1610612748,2548,14.64976,12.99293,0.0,1610612748,2547,21.43014,21.1215,0.0,1610612748,2736,10.32119,40.31731,0.0,1610612748,201609,7.81985,34.21978,0.0,1610612748,202355,1.09698,26.9229,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.5,24.0,0.21913,28.74547,5.12609,1610612754,201588,30.16393,38.51942,0.0,1610612754,101133,15.88378,30.63343,0.0,1610612754,101145,29.86065,11.19899,0.0,1610612754,202730,38.34479,20.52316,0.0,1610612754,202331,20.27709,42.30331,0.0,1610612748,2548,14.86603,12.99355,0.0,1610612748,2547,21.62914,21.02085,0.0,1610612748,2736,10.54805,40.49523,0.0,1610612748,201609,7.70838,34.18838,0.0,1610612748,202355,0.95078,26.98208,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.45,24.0,0.08742,28.89806,5.32565,1610612754,201588,30.43264,38.29829,0.0,1610612754,101133,16.37707,30.63543,0.0,1610612754,101145,30.35069,11.32779,0.0,1610612754,202730,38.74997,20.63709,0.0,1610612754,202331,20.70955,42.1449,0.0,1610612748,2548,15.08297,12.99138,0.0,1610612748,2547,21.84795,20.93087,0.0,1610612748,2736,10.78413,40.67221,0.0,1610612748,201609,7.59416,34.15566,0.0,1610612748,202355,0.82017,27.03062,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.41,24.0,-0.01161,28.99701,5.60384,1610612754,201588,30.70001,38.07506,0.0,1610612754,101133,16.86281,30.63735,0.0,1610612754,101145,30.84178,11.45504,0.0,1610612754,202730,39.14851,20.75233,0.0,1610612754,202331,21.14222,41.98661,0.0,1610612748,2548,15.30685,12.98976,0.0,1610612748,2547,22.0958,20.84355,0.0,1610612748,2736,11.03568,40.85562,0.0,1610612748,201609,7.48146,34.13435,0.0,1610612748,202355,0.66218,27.03074,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.37,24.0,-0.04177,29.07829,5.63649,1610612754,201588,30.96761,37.8532,0.0,1610612754,101133,17.35549,30.63026,0.0,1610612754,101145,31.32608,11.55932,0.0,1610612754,202730,39.54585,20.86582,0.0,1610612754,202331,21.56351,41.83077,0.0,1610612748,2548,15.53391,12.98709,0.0,1610612748,2547,22.36497,20.76349,0.0,1610612748,2736,11.30158,41.04313,0.0,1610612748,201609,7.37185,34.11729,0.0,1610612748,202355,0.52254,27.0333,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.33,24.0,-0.04963,29.19456,5.86997,1610612754,201588,31.22728,37.63261,0.0,1610612754,101133,17.85711,30.62301,0.0,1610612754,101145,31.79625,11.67122,0.0,1610612754,202730,39.9591,20.98532,0.0,1610612754,202331,21.98594,41.67101,0.0,1610612748,2548,15.76623,12.98276,0.0,1610612748,2547,22.70198,20.6619,0.0,1610612748,2736,11.57057,41.22763,0.0,1610612748,201609,7.26252,34.1072,0.0,1610612748,202355,0.38325,27.05537,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.29,24.0,0.14806,29.30668,6.07515,1610612754,201588,31.48708,37.40927,0.0,1610612754,101133,18.36834,30.60867,0.0,1610612754,101145,32.26358,11.77735,0.0,1610612754,202730,40.37564,21.09682,0.0,1610612754,202331,22.39946,41.51847,0.0,1610612748,2548,15.99717,12.98031,0.0,1610612748,2547,23.05332,20.56162,0.0,1610612748,2736,11.85052,41.41539,0.0,1610612748,201609,7.15594,34.10205,0.0,1610612748,202355,0.28204,27.10914,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
1,706.25,24.0,0.59993,29.70974,6.19076,1610612754,201588,31.74329,37.19031,0.0,1610612754,101133,18.86986,30.59458,0.0,1610612754,101145,32.73948,11.87151,0.0,1610612754,202730,40.79688,21.20656,0.0,1610612754,202331,22.82105,41.36898,0.0,1610612748,2548,16.23127,12.9748,0.0,1610612748,2547,23.39774,20.54621,0.0,1610612748,2736,12.13762,41.59688,0.0,1610612748,201609,7.05786,34.09564,0.0,1610612748,202355,0.17946,27.15874,0.0,0021500333,2015-12-11,2,1,1,101133.0,1610612754.0,home,Mahinmi 2' Alley Oop Layup (2 PTS) (Ellis 1 AST),made
